supplier_id,drop_ship_fee,supplier_name,product_id,product_sku,title,warranty,description,condition,details,manufacturer,brand_name,case_pack_quantity,country_of_origin,product_last_update,item_id,item_sku,mpn,upc,item_name,item_weight,ship_alone,ship_freight,ship_weight,ship_cost,max_ship_single_box,map,price,custom_price,prepay_price,street_price,msrp,qty_avail,stock,est_avail,qty_on_order,item_last_update,item_discontinued_date,categories,attributes,image_file,image_width,image_height,additional_images,folder_paths,is_customized
16,0.00,Orchid,111010,416544,"ACQUA DI GIO by Giorgio Armani - Eau De Toilette Spray 3.3 oz",,"Launched by the design house of Giorgio Armani in 1995, ACQUA DI GIO is classified as a refreshing, floral fragrance.",new,,,"Giorgio Armani",12,,"2011-02-07 03:16:12",158481,416544,610M,,"ACQUA DI GIO by Giorgio Armani - Eau De Toilette Spray 3.3 oz",,0,0,,6.95,,,58.70,,57.03,,73.00,150,in-stock,,0,"2011-02-05 02:11:09",,"Catalog||Health & beauty||Perfume & fragrances||Men's||G-L",,http://images.doba.com/products/16/images_products_Parent_610M.jpg,123,125,,MensFragrance,0
16,0.00,Orchid,111011,416541,"ACQUA DI GIO by Giorgio Armani - After Shave 3.3 oz",,"Launched by the design house of Giorgio Armani in 1995, ACQUA DI GIO is classified as a refreshing, floral fragrance.",new,,,"Giorgio Armani",12,,"2011-02-07 03:16:12",158482,416541,XMACQUAAS,,"ACQUA DI GIO by Giorgio Armani - After Shave 3.3 oz",,0,0,,6.95,,,42.13,,40.93,,72.50,150,in-stock,,0,"2011-02-01 16:41:51",,"Catalog||Health & beauty||Perfume & fragrances||Men's||G-L",,http://images.doba.com/products/16/images_products_SKU_full_XMACQUAAS.jpg,250,250,,MensFragrance,0
16,0.00,Orchid,111021,403515,"Adidas Dynamic Pulse by Adidas - Eau De Toilette Spray 3.4 oz",,"Adidas Dynamic Pulse was launched in 1997 by the design house of Adidas. It is a refreshing scent that is recommended for daytime wear.",new,,,Adidas,12,,"2011-02-07 03:16:12",158492,403515,1685M,,"Adidas Dynamic Pulse by Adidas - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,6.38,,6.20,,27.50,150,in-stock,,0,"2011-01-25 02:10:23",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_1685M.jpg,145,125,,MensFragrance,0
16,0.00,Orchid,111024,402995,"Adidas Moves by Coty - Eau De Toilette Spray 1 oz",,"Launched in 1999, Adidas Moves by the design house of Adidas received a prestigious FiFi award in 2000. This refreshing scent is sweet and spicy. The top notes are Green Apple, Tomato Leaf, Parsley, Black Pepper, Anise, Spearmint, Peppermint, Pineapple, Mandarine. The middle notes: Ginger, Ginger Ale Accord, Cedarwood, Lavender, Jasmine, Juniper, Geranium, Musk. The base notes are Sandalwood, Thyme, Oakmoss, Muguet",new,,,Coty,12,,"2011-02-07 03:16:12",158495,402995,1486M,,"Adidas Moves by Coty - Eau De Toilette Spray 1 oz",,0,0,,6.95,,,15.60,,15.16,,24.50,150,in-stock,,0,"2011-01-18 02:10:27","2009-10-14 02:10:33","Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_1486M.jpg,125,125,,MensFragrance,0
16,0.00,Orchid,111030,403535,"Adidas Team Force by Adidas - Eau De Toilette Spray 3.4 oz",,"Winner of the prestigious FiFi award in 2000, Adidas Team Force was launched in 2000 by the design house of Adidas. The Top Notes are Juniper Berry, Grapefruit. Middle Notes: Jasmine, Citrus and base notes: Amber, Tobacco, Woody Notes.",new,,,Adidas,12,,"2011-02-07 03:16:12",158501,403535,1691M,,"Adidas Team Force by Adidas - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,6.27,,6.09,,28.00,150,in-stock,,0,"2011-02-02 02:43:34",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_1691M.jpg,125,125,,MensFragrance,0
16,0.00,Orchid,111040,403149,"Aficionado by Cigar - Cologne Spray 1.7 oz",,"Launched by the design house of Fine Fragrances, AFICIONADO by Fine Fragrances For MEN is classified as masculine fragrance. It is recommended for casual wear.",new,,,Cigar,12,,"2011-02-07 03:16:12",158511,403149,1552M,,"Aficionado by Cigar - Cologne Spray 1.7 oz",,0,0,,6.95,,,5.63,,5.47,,35.00,150,in-stock,,0,"2010-12-04 02:10:42",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_1552M.jpg,101,125,,MensFragrance,0
16,0.00,Orchid,111041,403150,"Aficionado by Cigar - After Shave 3.4 oz",,"Launched by the design house of Fine Fragrances, AFICIONADO by Fine Fragrances For MEN is classified as masculine fragrance. It is recommended for casual wear.",new,,,Cigar,12,,"2011-02-07 03:16:12",158512,403150,CIGMA34,,"Aficionado by Cigar - After Shave 3.4 oz",,0,0,,6.95,,,5.28,,5.13,,38.50,150,in-stock,,0,"2011-01-18 02:10:29",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_SKU_full_CIGMA34.jpg,250,250,,MensFragrance,0
16,0.00,Orchid,111042,416633,"AGUA BRAVA by Antonio Puig - Eau De Cologne Spray 3.4 oz",,"Created by the design house of Antonio Puig in 1968, AGUA BRAVA is classified as a refined, woody, mossy fragrance. This masculine scent possesses a blend of blend of herbs, citrus and greenery. Energetic and warm.",new,,,"Antonio Puig",12,,"2011-02-07 03:16:12",158513,416633,621M,,"AGUA BRAVA by Antonio Puig - Eau De Cologne Spray 3.4 oz",,0,0,,6.95,,,14.69,,14.27,,29.00,150,in-stock,,0,"2011-02-01 16:41:55",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_621M.jpg,136,125,,MensFragrance,0
16,0.00,Orchid,111043,403215,"Agua Lavanda by Antonio Puig - 3 x 125 g Soaps --",,"Agua Lavanda Perfume by Antonio Puig, Created By Puig, This Spanish Favorite Is A Pure Refreshing Delight, It Provides Freshness And Relaxation Conveyed With A Back To Nature Scent.",new,,,"Antonio Puig",12,,"2011-02-07 03:16:12",158514,403215,AGULS,,"Agua Lavanda by Antonio Puig - 3 x 125 g Soaps --",,0,0,,6.95,,,5.49,,5.33,,15.00,150,in-stock,,0,"2010-11-16 02:10:09",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_SKU_full_AGULS.jpg,1560,1560,,MensFragrance,0
16,0.00,Orchid,111044,403211,"Agua Lavanda by Antonio Puig - Cologne 25.5 oz",,"Agua Lavanda Perfume by Antonio Puig, Created By Puig, This Spanish Favorite Is A Pure Refreshing Delight, It Provides Freshness And Relaxation Conveyed With A Back To Nature Scent.",new,,,"Antonio Puig",12,,"2011-02-07 03:16:12",158515,403211,1569M,,"Agua Lavanda by Antonio Puig - Cologne 25.5 oz",,0,0,,6.95,,,9.25,,8.98,,26.00,150,in-stock,,0,"2010-12-17 02:10:35",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_1569M.jpg,149,125,,MensFragrance,0
16,0.00,Orchid,111053,419596,"Alamo by Alamo - Mini EDT .17 oz",,"Launched by the design house of Alamo it is classified as a masculine fragrance with a a fresh citrus scent with notes of grapefruit, watermelon and mandarin. Great for day wear.",new,,,Alamo,12,,"2011-02-07 03:16:12",158524,419596,alamomin,,"Alamo by Alamo - Mini EDT .17 oz",,0,0,,6.95,,,2.34,,2.28,,20.00,150,in-stock,,0,"2011-01-18 02:12:36",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_SKU_full_alamomin.jpg,1400,1400,,MensFragrance,0
16,0.00,Orchid,111067,416670,"Alfred SUNG by Alfred Sung - Eau De Toilette Spray 1.7 oz",,"Launched by the design house of Alfred Sung in 1988, SUNG is classified as a sharp, spicy, lavender, amber fragrance. This masculine scent possesses a blend of lemon, tangerine, sage and pepper. Accompanied by cedar and sandalwood.",new,,,"Alfred Sung",12,,"2011-02-07 03:16:12",158538,416670,631M,,"Alfred SUNG by Alfred Sung - Eau De Toilette Spray 1.7 oz",,0,0,,6.95,,,12.23,,11.88,,35.00,150,in-stock,,0,"2010-12-22 02:11:12",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_631M.jpg,106,125,,MensFragrance,0
16,0.00,Orchid,111069,416677,"Alfred SUNG by Alfred Sung - Eau De Toilette Spray 3.3 oz",,"Launched by the design house of Alfred Sung in 1988, SUNG is classified as a sharp, spicy, lavender, amber fragrance. This masculine scent possesses a blend of lemon, tangerine, sage and pepper. Accompanied by cedar and sandalwood.",new,,,"Alfred Sung",12,,"2011-02-07 03:16:12",158540,416677,631M,,"Alfred SUNG by Alfred Sung - Eau De Toilette Spray 3.3 oz",,0,0,,6.95,,,14.37,,13.96,,45.00,150,in-stock,,0,"2010-12-19 02:11:01",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_631M.jpg,106,125,,MensFragrance,0
16,0.00,Orchid,111081,419597,"Alto by Paolo Conti - Mini EDT .17 oz",,"Launched in 1997 Alto by Paolo Conti is great for any occasion. Top notes are Juniper berry, grapefruit. Middle notes jasmine and citrus and base notes of amber.A unique and exqusite frangrance for any man.",new,,,"Paolo Conti",12,,"2011-02-07 03:16:12",158552,419597,mmalto,,"Alto by Paolo Conti - Mini EDT .17 oz",,0,0,,6.95,,,3.80,,3.69,,20.00,150,in-stock,,0,"2011-01-18 02:12:36",,"Catalog||Health & beauty||Perfume & fragrances||Men's||M-R",,http://images.doba.com/products/16/images_products_SKU_full_mmalto.jpg,250,250,,MensFragrance,0
16,0.00,Orchid,111093,416761,"AMAZING by Bill Blass - Mini EDT .2 oz",,"Launched by the design house of Bill Blass in 2000, AMAZING is classified as a sharp, fruity fragrance. This masculine scent possesses a blend of sensual, crisp citrus and spicy woods. It is recommended for evening wear.",new,,,"Bill Blass",12,,"2011-02-07 03:16:12",158564,416761,68294,,"AMAZING by Bill Blass - Mini EDT .2 oz",,0,0,,6.95,,,3.92,,3.81,,20.00,150,in-stock,,0,"2010-12-22 02:11:14",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_SKU_full_68294.jpg,1040,1040,,MensFragrance,0
16,0.00,Orchid,111102,416819,"AMERICA by Perry Ellis - Eau De Toilette Spray 5 oz",,"Launched by the design house of Perry Ellis in 1996, AMERICA is classified as a refreshing, spicy, lavender, amber fragrance. This masculine scent possesses a blend of sage, pineapple, green fern, basil, leather, musk, lavender and cedarwood. It is recommended for daytime wear.",new,,,"Perry Ellis",12,,"2011-02-07 03:16:12",158573,416819,642M,,"AMERICA by Perry Ellis - Eau De Toilette Spray 5 oz",,0,0,,6.95,,,18.75,,18.21,,45.00,150,in-stock,,0,"2010-12-17 02:11:47",,"Catalog||Health & beauty||Perfume & fragrances||Men's||M-R",,http://images.doba.com/products/16/images_products_Parent_642M.jpg,95,125,,MensFragrance,0
16,0.00,Orchid,111120,416875,"ANGEL by Thierry Mugler - Eau De Toilette Spray Refill 1 oz",,"Launched by the design house of Thierry Mugler in 1996, ANGEL is classified as a sharp, oriental, woody fragrance. This masculine scent possesses a blend of mint, coffee, caramel, lavender, and tar. It is recommended for daytime wear.",new,,,"Thierry Mugler",12,,"2011-02-07 03:16:12",158591,416875,650M,,"ANGEL by Thierry Mugler - Eau De Toilette Spray Refill 1 oz",,0,0,,6.95,,,31.88,,30.97,,45.00,150,in-stock,,0,"2010-12-09 02:11:54",,"Catalog||Health & beauty||Perfume & fragrances||Men's||S-Z",,http://images.doba.com/products/16/images_products_Parent_650M.jpg,146,125,,MensFragrance,0
16,0.00,Orchid,111122,416871,"ANGEL by Thierry Mugler - Eau De Toilette Spray (Rubber Flask) 1.7 oz",,"Launched by the design house of Thierry Mugler in 1996, ANGEL is classified as a sharp, oriental, woody fragrance. This masculine scent possesses a blend of mint, coffee, caramel, lavender, and tar. It is recommended for daytime wear.",new,,,"Thierry Mugler",12,,"2011-02-07 03:16:12",158593,416871,650M,,"ANGEL by Thierry Mugler - Eau De Toilette Spray (Rubber Flask) 1.7 oz",,0,0,,6.95,,,42.50,,41.29,,60.00,150,in-stock,,0,"2011-02-03 02:12:20",,"Catalog||Health & beauty||Perfume & fragrances||Men's||S-Z",,http://images.doba.com/products/16/images_products_Parent_650M.jpg,146,125,,MensFragrance,0
16,0.00,Orchid,111126,416884,"ANGEL by Thierry Mugler - Eau De Toilette Spray Refill 3.4 oz",,"Launched by the design house of Thierry Mugler in 1996, ANGEL is classified as a sharp, oriental, woody fragrance. This masculine scent possesses a blend of mint, coffee, caramel, lavender, and tar. It is recommended for daytime wear.",new,,,"Thierry Mugler",12,,"2011-02-07 03:16:12",158597,416884,650M,,"ANGEL by Thierry Mugler - Eau De Toilette Spray Refill 3.4 oz",,0,0,,6.95,,,63.22,,61.42,,81.00,150,in-stock,,0,"2011-01-18 02:11:55","2010-11-11 02:15:11","Catalog||Health & beauty||Perfume & fragrances||Men's||S-Z",,http://images.doba.com/products/16/images_products_Parent_650M.jpg,146,125,,MensFragrance,0
16,0.00,Orchid,111128,416881,"ANGEL by Thierry Mugler - Deodorant Spray 4.2 oz",,"Launched by the design house of Thierry Mugler in 1996, ANGEL is classified as a sharp, oriental, woody fragrance. This masculine scent possesses a blend of mint, coffee, caramel, lavender, and tar. It is recommended for daytime wear.",new,,,"Thierry Mugler",12,,"2011-02-07 03:16:12",158599,416881,ANGMDS42Z,,"ANGEL by Thierry Mugler - Deodorant Spray 4.2 oz",,0,0,,6.95,,,25.84,,25.10,,50.00,150,in-stock,,0,"2010-12-04 02:12:18",,"Catalog||Health & beauty||Perfume & fragrances||Men's||S-Z",,http://images.doba.com/products/16/images_products_SKU_full_ANGMDS42Z.jpg,1452,1452,,MensFragrance,0
16,0.00,Orchid,111147,414141,"ANGEL SCHLESSER by ANGEL SCHLESSER - Eau De Toilette Spray 4.2 oz",,"Angel Schlesser for men by the design house of Angel Schlesser was launched in 2001. A spicy, sweet aroma for men. Classified as a sharp scent, this manly aroma is a blend of bergamont, vetiver, sandalwood, ginger with hints of musk. A masculine scent but still perfect for casual wear.",new,,,"ANGEL SCHLESSER",12,,"2011-02-07 03:16:12",158618,414141,53068M,,"ANGEL SCHLESSER by ANGEL SCHLESSER - Eau De Toilette Spray 4.2 oz",,0,0,,6.95,,,24.75,,24.04,,60.00,150,in-stock,,0,"2010-12-18 02:10:38",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_53068M.jpg,125,125,,MensFragrance,0
16,0.00,Orchid,111151,416919,"ANIMALE by Animale - Eau De Toilette Spray 3.4 oz",,"Launched by the design house of Animale Parfums in 1993, ANIMALE is classified as a refreshing, spicy, lavender, amber fragrance. This masculine scent possesses a blend of citrus with accents of greens and flowers. Sandalwood, cedar and vanilla musk undertones. It is recommended for office wear.",new,,,Animale,12,,"2011-02-07 03:16:12",158622,416919,653M,,"ANIMALE by Animale - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,19.83,,19.26,,55.00,150,in-stock,,0,"2010-12-14 02:13:31",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_653M.jpg,121,125,,MensFragrance,0
16,0.00,Orchid,111154,416928,"ANIMALE ANIMALE by Animale - Eau De Toilette Spray 3.4 oz",,"Launched by the design house of Animale Parfums in 1993, ANIMALE ANIMALE is classified as a refreshing, oriental, woody fragrance. This masculine scent possesses a blend of fruity heartiness of lemon, lime, pineapple and tangerine combined with jasmine, rose, nutmeg and cocoa as well as hints of woods, musk and vanilla. It is recommended for office wear.",new,,,Animale,12,,"2011-02-07 03:16:12",158625,416928,654M,,"ANIMALE ANIMALE by Animale - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,16.33,,15.86,,50.00,150,in-stock,,0,"2010-12-17 02:11:53",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_654M.jpg,125,125,,MensFragrance,0
16,0.00,Orchid,111164,416952,"ANUCCI by Anucci - Eau De Toilette Spray 3.4 oz",,"ANUCCI'S original fragrance, first introduced in 1989, is a rare fragrance which embodies the ultimate in sophistication and elegance. The traditional yet sporty scent for men boasts ingredients of precious woods, jasmine, citrus, patchouli, musk and amber.",new,,,Anucci,12,,"2011-02-07 03:16:12",158635,416952,659M,,"ANUCCI by Anucci - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,21.70,,21.08,,47.50,150,in-stock,,0,"2010-12-16 02:11:48",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_659M.jpg,141,125,,MensFragrance,0
16,0.00,Orchid,111175,417002,"AQUA ELEMENTS by Hugo Boss - Eau De Toilette Spray 3.4 oz",,"Introduced by Hugo Boss in 1996 Agua Elements is a woody,oriental aroma. This cologne is a blend of patchouli and sandalwood with woodsy hints. It is recommended for daytime wear.",new,,,"Hugo Boss",12,,"2011-02-07 03:16:12",158646,417002,670M,,"AQUA ELEMENTS by Hugo Boss - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,28.49,,27.67,,54.00,150,in-stock,,0,"2010-12-22 02:11:45",,"Catalog||Health & beauty||Perfume & fragrances||Men's||G-L",,http://images.doba.com/products/16/images_products_Parent_670M.jpg,125,125,,MensFragrance,0
16,0.00,Orchid,111177,416380,"AQUA POUR HOMME by Bvlgari - Eau De Toilette Spray 1.7 oz",,"Aqua Pour Homme by Bulgari is enticing, fresh, and masculine all at the same time. This masculine scent possesses a blend of mandarin, santolina, posidonia, and amber.",new,,,Bvlgari,12,,"2011-02-07 03:16:12",158648,416380,60458M,,"AQUA POUR HOMME by Bvlgari - Eau De Toilette Spray 1.7 oz",,0,0,,6.95,,,29.96,,29.11,,55.00,150,in-stock,,0,"2011-02-05 02:10:32",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_60458M.jpg,126,125,,MensFragrance,0
16,0.00,Orchid,111178,416381,"AQUA POUR HOMME by Bvlgari - Eau De Toilette Spray 3.3 oz",,"Aqua Pour Homme by Bulgari is enticing, fresh, and masculine all at the same time. This masculine scent possesses a blend of mandarin, santolina, posidonia, and amber.",new,,,Bvlgari,12,,"2011-02-07 03:16:12",158649,416381,60458M,,"AQUA POUR HOMME by Bvlgari - Eau De Toilette Spray 3.3 oz",,0,0,,6.95,,,38.99,,37.88,,75.00,150,in-stock,,0,"2011-01-18 02:10:36",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_60458M.jpg,126,125,,MensFragrance,0
16,0.00,Orchid,111179,417014,"AQUA QUORUM by Antonio Puig - Eau De Toilette Spray 3.4 oz",,"Launched by the design house of Antonio Puig in 1994, AQUA QUORUM is classified as a refreshing, spicy, lavender, amber fragrance. This masculine scent possesses a blend of herbal top notes and lower notes of leather. It is recommended for daytime wear.",new,,,"Antonio Puig",12,,"2011-02-07 03:16:12",158650,417014,673M,,"AQUA QUORUM by Antonio Puig - Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,11.51,,11.18,,41.00,146,in-stock,,0,"2011-02-07 09:10:16",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_673M.jpg,125,125,,MensFragrance,0
16,0.00,Orchid,111182,417045,"ARAMIS by Aramis - Cologne / Eau De Toilette Spray 2 oz",,"ARAMIS designed ARAMIS in 1965. It's fragrant nature explores essences of bergamot, cumin and jasmine. Blended with notes of patchouli, amber and musk, ARAMIS is a formal  fragrance.",new,,,Aramis,12,,"2011-02-07 03:16:12",158653,417045,675M,,"ARAMIS by Aramis - Cologne / Eau De Toilette Spray 2 oz",,0,0,,6.95,,,39.14,,38.01,,45.00,150,in-stock,,0,"2011-01-08 02:12:30",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_675M.jpg,137,125,,MensFragrance,0
16,0.00,Orchid,111183,417046,"ARAMIS by Aramis - Cologne / Eau De Toilette Spray 3.4 oz",,"ARAMIS designed ARAMIS in 1965. It's fragrant nature explores essences of bergamot, cumin and jasmine. Blended with notes of patchouli, amber and musk, ARAMIS is a formal  fragrance.",new,,,Aramis,12,,"2011-02-07 03:16:12",158654,417046,675M,,"ARAMIS by Aramis - Cologne / Eau De Toilette Spray 3.4 oz",,0,0,,6.95,,,46.36,,45.03,,55.00,150,in-stock,,0,"2010-12-24 02:11:42",,"Catalog||Health & beauty||Perfume & fragrances||Men's||A-F",,http://images.doba.com/products/16/images_products_Parent_675M.jpg,137,125,,MensFragrance,0
